CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CFE data is subject to the Terms and Conditions of CBOE's Websites.
Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
01/23/2013,V (Oct 13),20.10,20.10,19.85,20.10,20.00,20.00,3,0,3
01/24/2013,V (Oct 13),20.05,20.25,19.88,20.10,19.95,-0.05,37,0,29
01/25/2013,V (Oct 13),19.95,20.05,19.80,19.87,19.85,-0.10,120,0,153
01/28/2013,V (Oct 13),19.95,20.05,19.82,19.82,19.90,0.05,81,0,148
01/29/2013,V (Oct 13),19.93,20.05,19.65,19.68,19.75,-0.15,107,0,205
01/30/2013,V (Oct 13),19.80,20.00,19.64,20.00,20.00,0.25,40,0,230
01/31/2013,V (Oct 13),19.90,20.05,19.80,20.05,20.05,0.05,21,0,240
02/01/2013,V (Oct 13),20.00,20.05,19.80,20.00,20.00,-0.05,220,0,368
02/04/2013,V (Oct 13),20.20,20.40,19.95,20.40,20.25,0.25,24,0,378
02/05/2013,V (Oct 13),20.13,20.15,19.85,20.10,20.10,-0.15,31,0,379
02/06/2013,V (Oct 13),19.90,20.35,19.90,20.05,20.10,0.00,39,0,382
02/07/2013,V (Oct 13),19.85,20.40,19.85,20.05,20.00,-0.10,29,0,383
02/08/2013,V (Oct 13),20.05,20.05,19.74,19.77,19.80,-0.20,43,0,407
02/11/2013,V (Oct 13),20.15,20.15,19.45,19.52,19.55,-0.25,69,0,423
02/12/2013,V (Oct 13),19.65,19.65,19.35,19.46,19.45,-0.10,53,0,439
02/13/2013,V (Oct 13),19.35,19.60,19.33,19.43,19.45,0.00,89,0,489
02/14/2013,V (Oct 13),19.75,19.75,19.43,19.45,19.40,-0.05,99,0,528
02/15/2013,V (Oct 13),19.50,19.60,19.40,19.55,19.50,0.10,92,0,562
02/19/2013,V (Oct 13),19.45,19.45,19.14,19.15,19.20,-0.30,133,0,599
02/20/2013,V (Oct 13),19.05,19.52,19.00,19.52,19.50,0.30,330,0,799
02/21/2013,V (Oct 13),19.50,19.70,19.32,19.70,19.70,0.20,621,0,977
02/22/2013,V (Oct 13),19.65,19.65,19.24,19.45,19.40,-0.30,536,0,1154
02/25/2013,V (Oct 13),19.20,20.10,18.94,19.58,19.60,0.20,1267,0,1536
02/26/2013,V (Oct 13),19.65,19.80,19.24,19.60,19.65,0.05,966,0,1527
02/27/2013,V (Oct 13),19.60,19.62,19.08,19.24,19.25,-0.40,875,0,1807
02/28/2013,V (Oct 13),19.03,19.52,18.94,19.41,19.40,0.15,626,0,1867
03/01/2013,V (Oct 13),19.50,19.59,19.13,19.40,19.45,0.05,411,0,1951
03/04/2013,V (Oct 13),19.40,19.57,19.05,19.20,19.20,-0.25,158,0,1970
03/05/2013,V (Oct 13),18.95,19.09,18.75,18.90,18.85,-0.35,1116,0,2398
03/06/2013,V (Oct 13),18.75,18.95,18.71,18.75,18.75,-0.10,373,0,2490
03/07/2013,V (Oct 13),18.75,18.80,18.65,18.70,18.75,0.00,621,0,2591
03/08/2013,V (Oct 13),18.68,18.85,18.49,18.60,18.65,-0.10,845,0,2814
03/11/2013,V (Oct 13),18.78,18.85,18.58,18.58,18.60,-0.05,914,0,3140
03/12/2013,V (Oct 13),18.65,19.02,18.60,18.70,18.75,0.15,931,0,3465
03/13/2013,V (Oct 13),18.87,18.98,18.71,18.84,18.85,0.10,325,0,3554
03/14/2013,V (Oct 13),18.85,18.95,18.70,18.77,18.80,-0.05,991,0,4137
03/15/2013,V (Oct 13),18.72,18.94,18.70,18.79,18.80,0.00,296,0,4144
03/18/2013,V (Oct 13),19.25,19.35,18.85,19.00,19.05,0.25,349,0,4174
03/19/2013,V (Oct 13),18.90,19.40,18.79,19.15,19.10,0.05,1552,0,4184
03/20/2013,V (Oct 13),18.97,19.05,18.60,19.04,19.05,-0.05,1580,1,4755
03/21/2013,V (Oct 13),19.05,19.30,18.95,19.15,19.15,0.10,1600,0,5021
03/22/2013,V (Oct 13),19.04,19.20,18.95,19.19,19.20,0.05,1573,0,5527
03/25/2013,V (Oct 13),18.85,19.30,18.75,18.84,18.85,-0.35,2105,9,5677
03/26/2013,V (Oct 13),18.75,18.85,18.55,18.78,18.80,-0.05,1926,9,6065
03/27/2013,V (Oct 13),19.00,19.10,18.70,18.83,18.85,0.05,1853,0,6494
03/28/2013,V (Oct 13),18.73,18.95,18.73,18.88,18.90,0.05,1217,18,6883
04/01/2013,V (Oct 13),18.85,19.10,18.80,19.08,19.10,0.20,1186,0,7219
04/02/2013,V (Oct 13),18.95,18.95,18.65,18.83,18.85,-0.25,2725,0,7987
04/03/2013,V (Oct 13),18.80,19.00,18.69,18.94,18.95,0.10,2728,0,8623
04/04/2013,V (Oct 13),18.85,19.15,18.75,18.86,18.90,-0.05,3720,0,9299
